;Пробег;Модель;Цена;Год;Коробка передач;Кузов;Привод;Цвет;Двигатель
1033;Новый;Renault Logan II Рестайлинг Stepway;от 689 100 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/113л.с./Бензин
1034;Новый;Renault Logan II Рестайлинг Stepway;849 000 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
1035;Новый;Renault Logan II Рестайлинг;от 580 200 ₽;2021;механика;седан;передний;Life;1.6 л/82л.с./Бензин
1036;Новый;Renault Logan II Рестайлинг;от 657 500 ₽;2021;механика;седан;передний;Drive;1.6 л/82л.с./Бензин
1037;Новый;Renault Logan II Рестайлинг Stepway;от 658 200 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
1038;Новый;Renault Logan II Рестайлинг Stepway;от 750 000 ₽;2021;механика;седан;передний;Stepway Drive;1.6 л/113л.с./Бензин
1039;Новый;Renault Logan II Рестайлинг Stepway;от 697 200 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/113л.с./Бензин
1040;Новый;Renault Logan II Рестайлинг Stepway;от 799 600 ₽;2021;вариатор;седан;передний;Stepway Drive City;1.6 л/113л.с./Бензин
1041;Новый;Renault Logan II Рестайлинг Stepway;913 000 ₽;2021;автомат;седан;передний;Stepway Life;1.6 л/102л.с./Бензин
1042;Новый;Renault Logan II Рестайлинг Stepway;995 000 ₽;2021;автомат;седан;передний;Stepway Drive;1.6 л/102л.с./Бензин
1043;Новый;Renault Logan II Рестайлинг Stepway;от 808 600 ₽;2021;вариатор;седан;передний;Stepway Drive City;1.6 л/113л.с./Бензин
1044;Новый;Renault Logan II Рестайлинг;от 612 200 ₽;2021;механика;седан;передний;Life;1.6 л/82л.с./Бензин
1045;Новый;Renault Logan II Рестайлинг Stepway;от 793 000 ₽;2021;автомат;седан;передний;Stepway Drive;1.6 л/102л.с./Бензин
1046;Новый;Renault Logan II Рестайлинг Stepway;от 728 100 ₽;2021;автомат;седан;передний;Stepway Life;1.6 л/102л.с./Бензин
1047;Новый;Renault Logan II Рестайлинг Stepway;от 619 100 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
1048;88 000 км;Renault Logan II Рестайлинг;710 000 ₽;2019;механика;седан;передний;белый;1.6 л/82л.с./Бензин
1049;Новый;Renault Logan II Рестайлинг Stepway;от 750 000 ₽;2021;механика;седан;передний;Stepway Drive;1.6 л/113л.с./Бензин
1050;Новый;Renault Logan II Рестайлинг Stepway;913 000 ₽;2021;автомат;седан;передний;Stepway Life;1.6 л/102л.с./Бензин
1051;80 534 км;Renault Logan I Рестайлинг;369 000 ₽;2013;механика;седан;передний;бежевый;1.4 л/75л.с./Бензин
1052;Новый;Renault Logan II Рестайлинг Stepway;от 678 200 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/113л.с./Бензин
1053;Новый;Renault Logan II Рестайлинг;от 517 400 ₽;2021;механика;седан;передний;Access;1.6 л/82л.с./Бензин
1054;Новый;Renault Logan II Рестайлинг Stepway;от 689 100 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/113л.с./Бензин
1055;16 900 км;Renault Logan II Рестайлинг Stepway;789 000 ₽;2019;механика;седан;передний;синий;1.6 л/113л.с./Бензин
1056;99 000 км;Renault Logan II;620 000 ₽;2016;механика;седан;передний;синий;1.6 л/113л.с./Бензин
1057;Новый;Renault Logan II Рестайлинг Stepway;979 000 ₽;2021;автомат;седан;передний;Stepway Drive;1.6 л/102л.с./Бензин
1058;Новый;Renault Logan II Рестайлинг Stepway;от 723 100 ₽;2021;автомат;седан;передний;Stepway Life;1.6 л/102л.с./Бензин
1059;Новый;Renault Logan II Рестайлинг Stepway;от 663 100 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
1060;Новый;Renault Logan II Рестайлинг Stepway;995 000 ₽;2021;автомат;седан;передний;Stepway Drive;1.6 л/102л.с./Бензин
1061;Новый;Renault Logan II Рестайлинг;от 670 200 ₽;2020;механика;седан;передний;Drive;1.6 л/82л.с./Бензин
1062;Новый;Renault Logan II Рестайлинг;от 642 500 ₽;2021;механика;седан;передний;Drive;1.6 л/82л.с./Бензин
1063;195 100 км;Renault Logan I Рестайлинг;215 000 ₽;2011;механика;седан;передний;белый;1.4 л/75л.с./Бензин
1064;Новый;Renault Logan II Рестайлинг;от 614 500 ₽;2021;механика;седан;передний;Life;1.6 л/82л.с./Бензин
1065;Новый;Renault Logan II Рестайлинг;от 506 500 ₽;2021;механика;седан;передний;Access;1.6 л/82л.с./Бензин
1066;75 000 км;Renault Logan II;620 000 ₽;2017;механика;седан;передний;серебристый;1.6 л/82л.с./Бензин
1067;140 000 км;Renault Logan II;450 000 ₽;2016;механика;седан;передний;белый;1.6 л/82л.с./Бензин
1068;Новый;Renault Logan II Рестайлинг;от 698 200 ₽;2021;автомат;седан;передний;Life;1.6 л/102л.с./Бензин
1069;Новый;Renault Logan II Рестайлинг Stepway;от 689 100 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/113л.с./Бензин
1070;Новый;Renault Logan II Рестайлинг Stepway;от 688 200 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/113л.с./Бензин
1071;Новый;Renault Logan II Рестайлинг Stepway;от 727 200 ₽;2021;автомат;седан;передний;Stepway Life;1.6 л/102л.с./Бензин
1072;189 000 км;Renault Logan I;219 000 ₽;2008;механика;седан;передний;синий;1.4 л/75л.с./Бензин
1073;Новый;Renault Logan II Рестайлинг Stepway;от 659 100 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/82л.с./Бензин
1074;Новый;Renault Logan II Рестайлинг;от 610 200 ₽;2021;механика;седан;передний;Life;1.6 л/82л.с./Бензин
1075;Новый;Renault Logan II Рестайлинг;от 638 200 ₽;2020;механика;седан;передний;Drive;1.6 л/82л.с./Бензин
1076;Новый;Renault Logan II Рестайлинг;от 670 200 ₽;2020;механика;седан;передний;Drive;1.6 л/82л.с./Бензин
1077;Новый;Renault Logan II Рестайлинг Stepway;от 750 000 ₽;2021;механика;седан;передний;Stepway Drive;1.6 л/113л.с./Бензин
1078;Новый;Renault Logan II Рестайлинг;от 614 500 ₽;2021;механика;седан;передний;Life;1.6 л/82л.с./Бензин
1079;Новый;Renault Logan II Рестайлинг;от 614 500 ₽;2021;механика;седан;передний;Life;1.6 л/82л.с./Бензин
1080;Новый;Renault Logan II Рестайлинг Stepway;от 770 000 ₽;2021;автомат;седан;передний;Stepway Drive;1.6 л/102л.с./Бензин
1081;169 174 км;Renault Logan I;179 000 ₽;2006;механика;седан;передний;синий;1.4 л/75л.с./Бензин
1082;92 330 км;Renault Logan I Рестайлинг;365 000 ₽;2011;механика;седан;передний;золотистый;1.6 л/102л.с./Бензин
1083;Новый;Renault Logan II Рестайлинг;от 674 500 ₽;2020;механика;седан;передний;Drive;1.6 л/82л.с./Бензин
1084;Новый;Renault Logan II Рестайлинг;от 584 500 ₽;2021;механика;седан;передний;Life;1.6 л/82л.с./Бензин
1085;Новый;Renault Logan II Рестайлинг Stepway;от 756 000 ₽;2020;механика;седан;передний;Stepway Drive;1.6 л/113л.с./Бензин
1086;Новый;Renault Logan II Рестайлинг;от 674 500 ₽;2020;механика;седан;передний;Drive;1.6 л/82л.с./Бензин
1087;Новый;Renault Logan II Рестайлинг Stepway;от 721 000 ₽;2021;механика;седан;передний;Stepway Drive;1.6 л/113л.с./Бензин
1088;Новый;Renault Logan II Рестайлинг;от 521 500 ₽;2021;механика;седан;передний;Access;1.6 л/82л.с./Бензин
1089;Новый;Renault Logan II Рестайлинг Stepway;от 770 000 ₽;2021;автомат;седан;передний;Stepway Drive;1.6 л/102л.с./Бензин
1090;72 000 км;Renault Logan II;680 000 ₽;2015;механика;седан;передний;чёрный;1.6 л/102л.с./Бензин
1091;309 000 км;Renault Logan I Рестайлинг;170 000 ₽;2013;механика;седан;передний;чёрный;1.6 л/84л.с./Бензин
1092;Новый;Renault Logan II Рестайлинг Stepway;от 792 837 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/113л.с./Бензин
1093;Новый;Renault Logan II Рестайлинг;от 708 433 ₽;2021;механика;седан;передний;Life;1.6 л/82л.с./Бензин
1094;Новый;Renault Logan II Рестайлинг Stepway;от 798 447 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/113л.с./Бензин
1095;123 000 км;Renault Logan II;520 000 ₽;2015;автомат;седан;передний;белый;1.6 л/102л.с./Бензин
1096;Новый;Renault Logan II Рестайлинг Stepway;от 792 837 ₽;2021;механика;седан;передний;Stepway Life;1.6 л/113л.с./Бензин
1097;217 000 км;Renault Logan I;180 000 ₽;2009;механика;седан;передний;чёрный;1.4 л/75л.с./Бензин
1098;185 000 км;Renault Logan I;150 000 ₽;2007;механика;седан;передний;чёрный;1.6 л/87л.с./Бензин
1099;200 000 км;Renault Logan I Рестайлинг;240 000 ₽;2012;механика;седан;передний;синий;1.4 л/75л.с./Бензин
